`CASE IDENTIFICATION NUMBER',telephne,city,county,ethcode,centract,HIGH PERCENTAGE BLACK TRACT,SAMPLING FRAME,`PARTICIPATE IN 1984 ELECTION',REGISTRATION STATUS IN 1984,PARTY REGISTRATION STATUS OF INDIVI,`CONTRIBUTE $$ TO POLITICAL UNIT IN 84',`EXHIBIT STICKER OR POSTER IN 84',`POLI WORK ON CAMPAIGN 84',`ATTENDED POLITICAL RALLY 84',MICHIGAN PARTYID,`CMCATE OPINION TO ELECTED OFFICIALS',`CMCATE OPINION TO NEWSMEDIA',`WORKED WITH GROUP AGAINST PROBLEM',COMMUNITY ORGANIZATION PROBLEM,TYPE OF COMM. ORG. PROBLEM,RELIGIOUS AFFILIATION,EVANGELICAL PROTESTANTS,PROTESTANT DENOMINATION,`LEVEL OF EDUCATION COMPLETED',`MARITAL STATUS',`HAVE CHILDREN',`NUMBER OF CHILDREN',`NUMBER OF CHILDREN IN SCHOOL',`WILL CHILDREN GO TO COLLEGE',`MOST IMP SOURCE OF INCOME',`IMP INCOME-EARNER''S RELSHIP TO RESP',`RESPONDENT''S EMPLOYMENT STATUS IN 84',`RESPONDENT''S OCCUPATION',`RESPONDENT UNEMPLOYED IN 84',`RESPONDENT''S UNION MEMBERSHIP',`RELATIVE''S EMPLOYMENT STATUS IN 84',`RELATIVE''S OCCUPATION',`RELATIVE UNEMPLOYED IN 84',`RELATIVE''S UNION MEMBERSHIP',HEAD OF HOUSEHOLD EMPLOYMENT STATUS,HEAD OF HOUSEHOLD OCCUPATION,HEAD OF HOUSEHOLD UNEMPLOYED IN 84,HEAD OF HOUSEHOLD'S UNION MEMBERSHIP,`RACIAL GROUP -- RGROUP1',natnlity,ETHNIC IDENTIFICATION,ASIAN-AMERICAN GROUPS,HISPANIC GROUP ID,`BIGGEST PROBLEM OF USA',`SPECIAL PROBLEMS OF RGROUP1',`BIGGEST PROBLEM OF RGROUP1',`GOVT REQD TO SOLVE PROBLEM OF RGRP1',`GOVT LEVEL TO SOLVE PROBLEM OF RGRP1',`IF OTHER GRP TO SOLVE PROBLEM OF RGRP1',`ANY OTHER GROUP OF ID OR RGROUP2',`OTHER GROUP OF ID OR RGROUP2',`BIGGEST PROBLEM OF RGROUP2',`GOVT REQD TO SOLVE PROBLEM OF RGRP2',`GOVT LEVEL TO SOLVE PROBLEM OF RGRP2',`IF OTHR GRP TO SOLVE PROBLEM OF RGRP2',`GROUPS WITH FEWER OPPORTUNITIES',`GROUP WITH FEWER OPPORTUNITIES',`OTHER GROUP WITH FEWER OPPORTUNITIES',`OTHER GROUP WITH FEWER OPPORTUNITIES' 2,`OTHER GROUP WITH FEWER OPPORTUNITIES' 3,`GROUPS WITH MORE OPPORTUNITIES',`GROUP WITH MORE OPPORTUNITIES',`OTHER GROUP WITH MORE OPPORTUNITIES',`GROUPS WITH MORE OPPORTUNITIES' 2,`GROUPS WITH MORE OPPORTUNITIES' 3,`AMERICANS PREJUDICED TO RGROUP1',`PARTICULAR GROUP PREJUDICED TO RGROUP1',`PERSONAL EXPERIENCE OF DISCRIMINATION',`SITUATION OF DISCRIMINATION',`FUTURE AMOUNT OF PREJUDICE',`INCREASED MILITARY SPENDING',`EQUAL RIGHTS AMENDMENT',`TAX CREDIT FOR PAROCHIAL-PVT SCHOOL',`PRAYER IN PUBLIC SCHOOL',`INCREASED SPENDING ON WELFARE',`BAN FED SPENDING ON ABORTIONS',`BAN HANDGUNS',`DEATH PENALTY FOR MURDER',`AMNESTY FOR ILLEGAL IMMIGRATION',`USE OF EMPLOYER SANCTIONS',`BILINGUAL EDUCATION PROGRAMS',`BILINGUAL BALLOTS',`VIEWS ON ABORTION',`RESPONDENT''S COUNTRY OF BIRTH',`IF PARENTS BORN IN US',`COUNTRY OF FATHER''S BIRTH',`COUNTRY OF MOTHER''S BIRTH',`SOCIAL LINKS WITH COUNTRY OF ORIGIN',`MONEY SENT HOME TO CTRY OF ORIGIN',`INTENTION TO SETTLE IN US',yentry,`IF US CITIZEN YET',`STATE IN US WHERE RESPONDENT WAS BORN',`GENERATION ENTERING CALIFORNIA',`SOCIAL LINKS WITH STATE:ORIGIN IN US',`PRIMARY NON-ENGLISH LANGUAGE',`USED BALLOT OF OTHER LANGUAGE IN 1984',yyrborn,`HOME OWNER OR RENTER',`INCOME LEVEL',`PRESIDENTIAL VOTE CHOICE 84',`IMPORTANCE OF VOTING',`SEX OF RESPONDENT',`CO-OPERATION OF RESPONDENT',`INFORMATION LEVEL OF RESPONDENT',`SINCERITY OF RESPONDENT',IMMIGRANT GENERATION,NON-ENG PRIMARY LANG OR SPAN INTERVIEW,`SPANISH LANGUAGE INTERVIEWS',`PRIMARY LANG: NON-ENGLISH OR SPANISH'
1176,707643,58,95,H,250701,0,HISPANIC SURNAME,YES,REGISTERED,DEMOCRAT,YES,NO,NO,NO,STRONG DEMOCRAT,NEVER,NEVER,NO,0,INAP,CATHOLIC,NOT PROTESTANT,0,0-8 YEARS,SINGLE,NO,INAP,INAP,INAP,RESPONDENT,INAP,RETIRED,INAP,INAP,NO,INAP,INAP,INAP,INAP,RETIRED,NOT IN LABOUR FORCE,NOT IN LABOUR FORCE,NO,PACIFIC ISLANDER,FILIPINO,ASIAN-AMERICAN,FILIPINO,NON-HISPANIC,CRIME,YES,CRIME,NO GOVT ACTION REQD,INAP,DK/NA,NO,INAP,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,SOME ARE,NO PARTICULAR GRP,YES,DK/NA,LESS PREJUDICED,OPPOSE,NO OPINION,OPPOSE,OPPOSE,FAVOR,FAVOR,OPPOSE,FAVOR,NO OPINION,FAVOR,NO OPINION,FAVOR,DK/NA,PILIPPINES,INAP,INAP,INAP,YES,YES,WILL STAY IN U.S.,27,CITIZEN,ZZ,INAP,DK/NA,TAGALOG,NO,6,OWN,"$10,000-15,000",MONDALE,IMPORTANT,MALE,GOOD,FAIRLY HIGH,USUALLY SINCERE,NON-US BORN,YES,ENG LANG INTERVIEWS,YES
1177,209462,86,77,H,2701,0,HISPANIC SURNAME,YES,REGISTERED,DEMOCRAT,NO,NO,NO,NO,WEAK DEMOCRAT,NEVER,NEVER,NO,0,INAP,CATHOLIC,NOT PROTESTANT,0,HIGH SCHOOL GRAD,MARRIED,YES,5 CHILDREN,4 CHILDREN,SOME WILL/SOME WON'T,RESPONDENT,INAP,UNEMPLOYED/LAID OFF,INAP,INAP,NO,INAP,INAP,INAP,INAP,UNEMPLOYED/LAID OFF,NOT IN LABOUR FORCE,NOT IN LABOUR FORCE,NO,OTHER,MEXICAN,HISPANIC,INAP,MEXICAN,UNEMPLOYMENT,YES,UNEMPLOYMENT,GOVT ACTION REQD,ALL LEVELS OF GOVT,INAP,NO,INAP,INAP,INAP,INAP,INAP,YES,MEXI-AMS/HISPANICS,BLACKS,DK/NA,INAP,YES,ASIAN AMERICANS,DK/NA,INAP,INAP,SOME ARE,NO PARTICULAR GRP,NO,INAP,WON'T CHANGE MUCH,FAVOR,FAVOR,OPPOSE,OPPOSE,FAVOR,OPPOSE,FAVOR,FAVOR,FAVOR,FAVOR,FAVOR,OPPOSE,ALWAYS ONE'S CHOICE,U.S.,NO,MEXICO,MEXICO,INAP,INAP,INAP,100,INAP,CA,GRANDPARENTS,INAP,INAP,INAP,48,RENT/DO NOT OWN,"LESS THAN $10,000",DK/NA,IMPORTANT,FEMALE,VERY GOOD,FAIRLY HIGH,COMPLETELY SINCERE,NON-US BORN PARENTS,NO,ENG LANG INTERVIEWS,NO
1178,714638,70,59,K,88103,0,ASIAN SURNAME,NO,NOT REGISTERED,INAP,NO,NO,NO,NO,STRONG REPUBLICAN,NEVER,NEVER,NO,0,INAP,DK/NA,NOT PROTESTANT,0,COMPLETED COLLEGE,MARRIED,YES,2 CHILDREN,1 CHILD,WILL GO,RESPONDENT,INAP,WORKING,CRAFTSMEN,YES,NO,INAP,INAP,INAP,INAP,WORKING,CRAFTSMEN,YES,NO,ASIAN,VIETNAMESE,ASIAN-AMERICAN,VIETNAMESE,NON-HISPANIC,EDUCATION,YES,EDUCATION,DK/NA,INAP,INAP,DK/NA,INAP,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,DK/NA,INAP,DK/NA,INAP,DK/NA,DK/NA,DK/NA,DK/NA,DK/NA,DK/NA,DK/NA,DK/NA,DK/NA,DK/NA,DK/NA,DK/NA,DK/NA,DK/NA,DK/NA,INAP,INAP,INAP,DK/NA,DK/NA,DK/NA,100,DK/NA,ZZ,INAP,DK/NA,INAP,INAP,8,DK/NA,DK/NA,INAP,DK/NA,MALE,FAIR,AVERAGE,USUALLY SINCERE,DK/NA,DK/NA,ENG LANG INTERVIEWS,DK/NA
1179,213634,68,37,H,5539,0,HISPANIC SURNAME,YES,REGISTERED,DEMOCRAT,NO,NO,NO,NO,WEAK DEMOCRAT,NEVER,NEVER,NO,0,INAP,CATHOLIC,NOT PROTESTANT,0,SOME HIGH SCHOOL,MARRIED,YES,DK/NA,NO CHILDREN,INAP,RESPONDENT,INAP,UNEMPLOYED/LAID OFF,INAP,INAP,NO,INAP,INAP,INAP,INAP,UNEMPLOYED/LAID OFF,NOT IN LABOUR FORCE,NOT IN LABOUR FORCE,NO,OTHER,MEXICAN,HISPANIC,INAP,MEXICAN,ILLEGAL IMMIGRATION,YES,RACE/ETH DISCRIMINA,GOVT ACTION REQD,ALL LEVELS OF GOVT,INAP,NO,INAP,INAP,INAP,INAP,INAP,YES,"IMMIGRANTS, REFUGEES",DK/NA,INAP,INAP,NO,INAP,INAP,INAP,INAP,SOME ARE,WHITES,YES,GETTING A JOB,LESS PREJUDICED,OPPOSE,FAVOR,FAVOR,FAVOR,FAVOR,NO OPINION,FAVOR,OPPOSE,OPPOSE,OPPOSE,FAVOR,OPPOSE,ALWAYS ONE'S CHOICE,MEXICO,INAP,INAP,INAP,YES,YES,WILL STAY IN U.S.,49,CITIZEN,ZZ,INAP,DK/NA,INAP,INAP,39,RENT/DO NOT OWN,"LESS THAN $10,000",MONDALE,IMPORTANT,MALE,POOR,FAIRLY LOW,PERHAPS INSINCERE,NON-US BORN,NO,ENG LANG INTERVIEWS,NO
1180,714836,70,59,H,75002,0,HISPANIC SURNAME,NO,REGISTERED,DEMOCRAT,NO,NO,NO,NO,WEAK DEMOCRAT,NEVER,SELDOM,YES,TRAFFIC CONTROL,"TRANSIT, TRAFFIC",CHRISTIAN:GENERAL,NOT PROTESTANT,0,HIGH SCHOOL GRAD,SINGLE,NO,INAP,INAP,INAP,SOMEONE ELSE,FRIEND,INAP,INAP,INAP,INAP,WORKING,OPERATIVES,NO,NO,WORKING,OPERATIVES,NO,NO,ASIAN,AMERICAN INDIAN,OTHER/W ASIAN/AM IND,INAP,NON-HISPANIC,DK/NA,NO,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,YES,MEXI-AMS/HISPANICS,DK/NA,INAP,INAP,MOST ARE,INAP,YES,GETTING INTO SCHOOL,LESS PREJUDICED,OPPOSE,FAVOR,NO OPINION,OPPOSE,OPPOSE,FAVOR,FAVOR,FAVOR,FAVOR,FAVOR,OPPOSE,FAVOR,ALWAYS ONE'S CHOICE,U.S.,NO,WEST ASIA,U.S.,INAP,INAP,INAP,100,INAP,CA,BEFORE THAT,INAP,INAP,INAP,64,RENT/DO NOT OWN,"$20,000-25,000",INAP,IMPORTANT,MALE,VERY GOOD,AVERAGE,COMPLETELY SINCERE,NON-US BORN PARENTS,NO,ENG LANG INTERVIEWS,NO
1181,213336,66,37,H,408303,0,HISPANIC SURNAME,YES,REGISTERED,DEMOCRAT,YES,NO,NO,NO,STRONG DEMOCRAT,NEVER,NEVER,NO,0,INAP,CATHOLIC,NOT PROTESTANT,0,HIGH SCHOOL GRAD,MARRIED,YES,4 CHILDREN,2 CHILDREN,WILL GO,SOMEONE ELSE,HUSBAND,INAP,INAP,INAP,INAP,WORKING,SALES,NO,NO,WORKING,SALES,NO,NO,OTHER,MEXICAN,HISPANIC,INAP,MEXICAN,HIGH TAXES,YES,RACE/ETH DISCRIMINA,GOVT ACTION REQD,ALL LEVELS OF GOVT,INAP,NO,INAP,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,SOME ARE,NO PARTICULAR GRP,YES,SOCIAL SITUATION,LESS PREJUDICED,OPPOSE,FAVOR,FAVOR,NO OPINION,FAVOR,OPPOSE,NO OPINION,FAVOR,OPPOSE,FAVOR,FAVOR,FAVOR,ALWAYS ONE'S CHOICE,U.S.,YES,INAP,INAP,INAP,INAP,INAP,100,INAP,CA,GRANDPARENTS,INAP,INAP,INAP,52,OWN,"$30,000-40,000",MONDALE,IMPORTANT,FEMALE,GOOD,AVERAGE,COMPLETELY SINCERE,US-BORN PARENTS,NO,ENG LANG INTERVIEWS,NO
1182,213467,56,37,H,1917,0,HISPANIC SURNAME,NO,NOT REGISTERED,INAP,NO,NO,NO,NO,WEAK REPUBLICAN,NEVER,NEVER,NO,0,INAP,CATHOLIC,NOT PROTESTANT,0,SOME COLLEGE,SINGLE,NO,INAP,INAP,INAP,SOMEONE ELSE,SISTER,INAP,INAP,INAP,INAP,UNEMPLOYED/LAID OFF,INAP,INAP,NO,UNEMPLOYED/LAID OFF,NOT IN LABOUR FORCE,NOT IN LABOUR FORCE,NO,OTHER,MEXICAN,HISPANIC,INAP,MEXICAN,DK/NA,NO,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,MOST ARE NOT,INAP,NO,INAP,LESS PREJUDICED,OPPOSE,FAVOR,OPPOSE,FAVOR,FAVOR,FAVOR,FAVOR,FAVOR,FAVOR,OPPOSE,FAVOR,FAVOR,ONLY IF RAPE/INCEST,MEXICO,INAP,INAP,INAP,YES,YES,MIGHT GO BACK,84,NOT CITIZEN,ZZ,INAP,DK/NA,SPANISH,INAP,59,RENT/DO NOT OWN,"LESS THAN $10,000",INAP,IMPORTANT,FEMALE,GOOD,AVERAGE,COMPLETELY SINCERE,NON-US BORN,YES,ENG LANG INTERVIEWS,YES
1183,213225,56,37,H,2017,0,HISPANIC SURNAME,YES,REGISTERED,INDEPENDENT,NO,YES,NO,NO,DK/NA,NEVER,NEVER,YES,CRIME,CRIME,DK/NA,NOT PROTESTANT,0,HIGH SCHOOL GRAD,WIDOWED,YES,1 CHILD,NO CHILDREN,INAP,RESPONDENT,INAP,WORKING,CRAFTSMEN,NO,UNION,INAP,INAP,INAP,INAP,WORKING,CRAFTSMEN,NO,UNION,OTHER,MEXICAN,HISPANIC,INAP,MEXICAN,ECO:GEN,DK/NA,INAP,INAP,INAP,INAP,YES,RETD PEOPLE:ELDERLY,SSEC/MEDICARE,GOVT ACTION REQD,FED GOVT,INAP,YES,BLACKS,MEXI-AMS/HISPANICS,DK/NA,INAP,YES,ASIAN AMERICANS,DK/NA,INAP,INAP,SOME ARE,NO PARTICULAR GRP,YES,GETTIN HOUSE-APARTM,MORE PREJUDICED,NO OPINION,FAVOR,FAVOR,FAVOR,FAVOR,FAVOR,FAVOR,NO OPINION,FAVOR,OPPOSE,NO OPINION,DK/NA,ALWAYS ONE'S CHOICE,U.S.,NO,MEXICO,MEXICO,INAP,INAP,INAP,100,INAP,CA,PARENTS,INAP,INAP,INAP,23,OWN,"$10,000-15,000",MONDALE,IMPORTANT,FEMALE,VERY GOOD,AVERAGE,COMPLETELY SINCERE,NON-US BORN PARENTS,NO,ENG LANG INTERVIEWS,NO
1184,415540,65,1,H,4220,HIGH PERCENTAGE BLACK,HISPANIC SURNAME,YES,REGISTERED,DEMOCRAT,NO,YES,NO,YES,LEANING DEMOCRAT,SELDOM,NEVER,YES,TRAFFIC CONTROL,"TRANSIT, TRAFFIC",CATHOLIC,NOT PROTESTANT,0,HIGH SCHOOL GRAD,MARRIED,YES,3 CHILDREN,1 CHILD,WILL GO,RESPONDENT,INAP,WORKING,PROF/TECHNICAL,NO,NO,INAP,INAP,INAP,INAP,WORKING,PROF/TECHNICAL,NO,NO,AMERICAN INDIAN,AMERICAN INDIAN,OTHER/W ASIAN/AM IND,INAP,NON-HISPANIC,REAGAN GOVT POLICY,YES,RACE/ETH DISCRIMINA,GOVT ACTION REQD,ALL LEVELS OF GOVT,INAP,NO,INAP,INAP,INAP,INAP,INAP,YES,MEXI-AMS/HISPANICS,AMERICAN INDIANS,DK/NA,INAP,YES,BLACKS,DK/NA,INAP,INAP,DK/NA,INAP,NO,INAP,WON'T CHANGE MUCH,OPPOSE,FAVOR,OPPOSE,OPPOSE,FAVOR,OPPOSE,OPPOSE,FAVOR,FAVOR,OPPOSE,DK/NA,FAVOR,ALWAYS ONE'S CHOICE,U.S.,YES,INAP,INAP,INAP,INAP,INAP,100,INAP,NM,INAP,YES,SPANISH,NO,33,RENT/DO NOT OWN,"$30,000-40,000",MONDALE,IMPORTANT,MALE,VERY GOOD,VERY HIGH,COMPLETELY SINCERE,US-BORN PARENTS,YES,ENG LANG INTERVIEWS,YES
1185,415351,65,1,K,4324,0,ASIAN SURNAME,NO,NOT REGISTERED,INAP,NO,NO,NO,NO,DK/NA,NEVER,NEVER,NO,0,INAP,NONE,NOT PROTESTANT,0,SOME COLLEGE,MARRIED,YES,1 CHILD,1 CHILD,WILL GO,SOMEONE ELSE,HUSBAND,INAP,INAP,INAP,INAP,UNEMPLOYED/LAID OFF,INAP,INAP,NO,UNEMPLOYED/LAID OFF,NOT IN LABOUR FORCE,NOT IN LABOUR FORCE,NO,ASIAN,CHINESE,ASIAN-AMERICAN,CHINESE,NON-HISPANIC,EDUCATION,NO,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,INAP,YES,DK/NA,INAP,INAP,INAP,YES,WHITES,DK/NA,INAP,INAP,SOME ARE,NO PARTICULAR GRP,YES,SOCIAL SITUATION,WON'T CHANGE MUCH,OPPOSE,FAVOR,FAVOR,FAVOR,FAVOR,NO OPINION,FAVOR,FAVOR,FAVOR,OPPOSE,FAVOR,FAVOR,ALWAYS ONE'S CHOICE,U.S.,NO,CHINA,U.S.,INAP,INAP,INAP,100,INAP,CA,GRANDPARENTS,INAP,INAP,INAP,52,OWN,"$20,000-25,000",INAP,DK/NA,FEMALE,GOOD,AVERAGE,COMPLETELY SINCERE,NON-US BORN PARENTS,NO,ENG LANG INTERVIEWS,NO
1186,213787,67,37,J,123601,0,ASIAN SURNAME,YES,REGISTERED,REPUBLICAN,NO,NO,NO,NO,STRONG REPUBLICAN,NEVER,NEVER,NO,0,INAP,PROTESTANT,NOT EVANGELICAL,PROT. IN GNERAL,COMPLETED COLLEGE,MARRIED,YES,3 CHILDREN,2 CHILDREN,WILL GO,RESPONDENT,INAP,WORKING,CLERICAL,NO,NO,INAP,INAP,INAP,INAP,WORKING,CLERICAL,NO,NO,OTHER,MEXICAN,HISPANIC,INAP,MEXICAN,WORLD HUNGER,NO,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,INAP,YES,BLACKS,DK/NA,INAP,INAP,YES,WHITES,DK/NA,INAP,INAP,MOST ARE NOT,INAP,NO,INAP,WON'T CHANGE MUCH,FAVOR,FAVOR,FAVOR,FAVOR,FAVOR,FAVOR,FAVOR,FAVOR,FAVOR,FAVOR,OPPOSE,OPPOSE,SHD NEVER BE PERMTD,U.S.,YES,INAP,INAP,INAP,INAP,INAP,100,INAP,IN,INAP,YES,INAP,INAP,36,RENT/DO NOT OWN,"$30,000-40,000",REAGAN,IMPORTANT,MALE,VERY GOOD,AVERAGE,COMPLETELY SINCERE,US-BORN PARENTS,NO,ENG LANG INTERVIEWS,NO
1187,213849,67,37,H,3113,0,HISPANIC SURNAME,YES,REGISTERED,REPUBLICAN,NO,NO,NO,NO,WEAK REPUBLICAN,NEVER,NEVER,NO,0,INAP,CATHOLIC,NOT PROTESTANT,0,SOME COLLEGE,MARRIED,YES,2 CHILDREN,2 CHILDREN,WILL GO,SOMEONE ELSE,HUSBAND,INAP,INAP,INAP,INAP,WORKING,SALES,NO,NO,WORKING,SALES,NO,NO,OTHER,MEXICAN,HISPANIC,INAP,MEXICAN,ECO:GEN,NO,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,MOST ARE NOT,INAP,NO,INAP,WON'T CHANGE MUCH,OPPOSE,FAVOR,FAVOR,OPPOSE,OPPOSE,FAVOR,FAVOR,FAVOR,OPPOSE,FAVOR,OPPOSE,OPPOSE,ALWAYS ONE'S CHOICE,MEXICO,INAP,INAP,INAP,YES,YES,WILL STAY IN U.S.,67,CITIZEN,ZZ,INAP,DK/NA,SPANISH,NO,55,OWN,"$30,000-40,000",REAGAN,IMPORTANT,FEMALE,VERY GOOD,FAIRLY HIGH,COMPLETELY SINCERE,NON-US BORN,YES,ENG LANG INTERVIEWS,YES
1188,714972,70,59,H,75002,0,HISPANIC SURNAME,YES,REGISTERED,REPUBLICAN,NO,NO,NO,NO,STRONG REPUBLICAN,SELDOM,NEVER,NO,0,INAP,PROTESTANT,NOT EVANGELICAL,LUTHERAN,HIGH SCHOOL GRAD,DIVORCED,YES,1 CHILD,NO CHILDREN,INAP,RESPONDENT,INAP,WORKING,PROF/TECHNICAL,NO,NO,INAP,INAP,INAP,INAP,WORKING,PROF/TECHNICAL,NO,NO,WHITE,AMERICAN,WHITE,INAP,NON-HISPANIC,DK/NA,YES,WORLD HUNGER,GOVT ACTION REQD,ALL LEVELS OF GOVT,INAP,YES,RELI PEOPLE,WORLD HUNGER,GOVT ACTION REQD,ALL LEVELS OF GOVT,INAP,YES,WHITE MEN,YOUNG PEOPLE,DK/NA,INAP,YES,"IMMIGRANTS, REFUGEES",DK/NA,INAP,INAP,INAP,INAP,INAP,INAP,INAP,FAVOR,OPPOSE,FAVOR,FAVOR,NO OPINION,FAVOR,OPPOSE,FAVOR,OPPOSE,FAVOR,OPPOSE,OPPOSE,ONLY IF RAPE/INCEST,U.S.,YES,INAP,INAP,INAP,INAP,INAP,100,INAP,CA,BEFORE THAT,INAP,INAP,INAP,56,RENT/DO NOT OWN,"$30,000-40,000",REAGAN,IMPORTANT,MALE,VERY GOOD,FAIRLY HIGH,COMPLETELY SINCERE,US-BORN PARENTS,NO,ENG LANG INTERVIEWS,NO
1189,213639,68,37,H,540102,0,HISPANIC SURNAME,YES,REGISTERED,DEMOCRAT,NO,NO,NO,NO,WEAK DEMOCRAT,NEVER,NEVER,NO,0,INAP,CATHOLIC,NOT PROTESTANT,0,HIGH SCHOOL GRAD,MARRIED,YES,4 CHILDREN,4 CHILDREN,WILL GO,RESPONDENT,INAP,WORKING,MANAGERIAL,NO,UNION,INAP,INAP,INAP,INAP,WORKING,MANAGERIAL,NO,UNION,OTHER,MEXICAN,HISPANIC,INAP,MEXICAN,"DRUGS, ALCOHOLISM",YES,YOUTH GANGS,GOVT ACTION REQD,ALL LEVELS OF GOVT,INAP,NO,INAP,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,MOST ARE NOT,INAP,NO,INAP,LESS PREJUDICED,FAVOR,FAVOR,OPPOSE,OPPOSE,FAVOR,OPPOSE,FAVOR,OPPOSE,OPPOSE,OPPOSE,OPPOSE,OPPOSE,SHD NEVER BE PERMTD,U.S.,YES,INAP,INAP,INAP,INAP,INAP,100,INAP,CA,GRANDPARENTS,INAP,INAP,INAP,52,OWN,"$25,000-30,000",MONDALE,IMPORTANT,MALE,GOOD,FAIRLY HIGH,USUALLY SINCERE,US-BORN PARENTS,NO,ENG LANG INTERVIEWS,NO
1190,619474,80,73,H,117,0,HISPANIC SURNAME,NO,NOT REGISTERED,INAP,NO,NO,NO,NO,INDEPENDENT,SELDOM,NEVER,NO,0,INAP,CATHOLIC,NOT PROTESTANT,0,SOME COLLEGE,MARRIED,NO,INAP,INAP,INAP,RESPONDENT,INAP,WORKING,OPERATIVES,NO,NO,INAP,INAP,INAP,INAP,WORKING,OPERATIVES,NO,NO,OTHER,MEXICAN,HISPANIC,INAP,MEXICAN,DK/NA,NO,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,INAP,YES,WOMEN,MINORITIES,DK/NA,INAP,NO,INAP,INAP,INAP,INAP,MOST ARE NOT,INAP,NO,INAP,WON'T CHANGE MUCH,OPPOSE,FAVOR,NO OPINION,NO OPINION,FAVOR,FAVOR,FAVOR,OPPOSE,OPPOSE,FAVOR,FAVOR,FAVOR,ONLY IF RAPE/INCEST,MEXICO,INAP,INAP,INAP,YES,NO,WILL STAY IN U.S.,78,NOT CITIZEN,ZZ,INAP,DK/NA,SPANISH,INAP,56,RENT/DO NOT OWN,"$10,000-15,000",INAP,IMPORTANT,MALE,VERY GOOD,FAIRLY HIGH,COMPLETELY SINCERE,NON-US BORN,YES,ENG LANG INTERVIEWS,YES
1191,714974,70,59,H,75803,0,HISPANIC SURNAME,YES,REGISTERED,DEMOCRAT,NO,NO,NO,YES,WEAK DEMOCRAT,NEVER,NEVER,NO,0,INAP,CATHOLIC,NOT PROTESTANT,0,COMPLETED COLLEGE,MARRIED,YES,2 CHILDREN,2 CHILDREN,WILL GO,RESPONDENT,INAP,WORKING,SALES,NO,NO,INAP,INAP,INAP,INAP,WORKING,SALES,NO,NO,OTHER,MEXICAN,HISPANIC,INAP,MEXICAN,CRIME,YES,EDUCATION,GOVT ACTION REQD,ALL LEVELS OF GOVT,INAP,NO,INAP,INAP,INAP,INAP,INAP,YES,MEXI-AMS/HISPANICS,BLACKS,ASIAN AMERICANS,DK/NA,YES,"IMMIGRANTS, REFUGEES",DK/NA,INAP,INAP,SOME ARE,LOWER CLASS,YES,GETTING A JOB,WON'T CHANGE MUCH,OPPOSE,NO OPINION,NO OPINION,FAVOR,FAVOR,FAVOR,OPPOSE,FAVOR,NO OPINION,FAVOR,OPPOSE,OPPOSE,ALWAYS ONE'S CHOICE,MEXICO,INAP,INAP,INAP,NO,NO,WILL STAY IN U.S.,60,CITIZEN,ZZ,INAP,DK/NA,INAP,INAP,48,OWN,"$30,000-40,000",REAGAN,IMPORTANT,MALE,VERY GOOD,FAIRLY HIGH,COMPLETELY SINCERE,NON-US BORN,NO,ENG LANG INTERVIEWS,NO
1192,213938,56,37,H,2201,HIGH PERCENTAGE BLACK,HISPANIC SURNAME,NO,NOT REGISTERED,INAP,NO,NO,NO,NO,DK/NA,NEVER,NEVER,NO,0,INAP,NONE,NOT PROTESTANT,0,SOME COLLEGE,SINGLE,NO,INAP,INAP,INAP,RESPONDENT,INAP,WORKING,MANAGERIAL,NO,NO,INAP,INAP,INAP,INAP,WORKING,MANAGERIAL,NO,NO,BLACK,BLACK,BLACK,INAP,NON-HISPANIC,DK/NA,DK/NA,INAP,INAP,INAP,INAP,NO,INAP,INAP,INAP,INAP,INAP,DK/NA,INAP,INAP,INAP,INAP,DK/NA,INAP,INAP,INAP,INAP,DK/NA,INAP,NO,INAP,DK/NA,OPPOSE,FAVOR,FAVOR,OPPOSE,FAVOR,OPPOSE,FAVOR,FAVOR,FAVOR,DK/NA,FAVOR,FAVOR,ALWAYS ONE'S CHOICE,AFRICA,INAP,INAP,INAP,YES,YES,DK/NA,74,NOT CITIZEN,ZZ,INAP,DK/NA,OTHER,INAP,56,RENT/DO NOT OWN,"LESS THAN $10,000",INAP,IMP IF INTEREST AFF,FEMALE,VERY GOOD,AVERAGE,COMPLETELY SINCERE,NON-US BORN,YES,ENG LANG INTERVIEWS,YES
